row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest,day
2335,2021,10,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,28,128,2023-08-31
1452,2021,5,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,22,161,2023-08-31
484,2020,2,กรุงเทพมหานคร,Bangkok,ธนบุรี,THON BURI,คอนโด,Condo,34,97,2023-08-31
1529,2019,7,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,305,9117,2023-08-31
272,2021,10,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,ทาวน์โฮม,Townhome,77,1748,2023-08-31
1462,2020,5,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,ทาวน์โฮม,Townhome,11,17,2023-08-31
980,2022,1,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้านแฝด,Twin house,38,539,2023-08-31
795,2021,10,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,82,860,2023-08-31
2270,2019,6,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้านแฝด,Twin house,39,975,2023-08-31
141,2022,11,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,12,257,2023-08-31
439,2020,3,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,81,2277,2023-08-31
986,2020,5,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,21,73,2023-08-31
1524,2021,8,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,ทาวน์โฮม,Townhome,17,121,2023-08-31
869,2022,9,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,9,64,2023-08-31
1169,2020,7,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,24,106,2023-08-31
2100,2019,6,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,21,270,2023-08-31
456,2020,1,กรุงเทพมหานคร,Bangkok,คลองสาน,KHLONG SAN,คอนโด,Condo,40,108,2023-08-31
2345,2019,8,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,55,403,2023-08-31
1743,2019,9,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้านแฝด,Twin house,85,805,2023-08-31
1209,2021,3,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,คอนโด,Condo,26,71,2023-08-31
716,2019,9,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,ทาวน์โฮม,Townhome,22,91,2023-08-31
63,2021,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,30,74,2023-08-31
1639,2020,9,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,25,80,2023-08-31
1912,2021,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,ทาวน์โฮม,Townhome,48,338,2023-08-31
1999,2020,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,148,4626,2023-08-31
2171,2020,11,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,29,119,2023-08-31
2161,2021,12,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,47,519,2023-08-31
1445,2020,6,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,47,362,2023-08-31
105,2019,11,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้านแฝด,Twin house,40,459,2023-08-31
424,2020,11,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,46,403,2023-08-31
1017,2020,3,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,61,385,2023-08-31
2139,2020,6,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,35,250,2023-08-31
1727,2022,3,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้าน,Detached House,36,232,2023-08-31
1878,2020,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,31,239,2023-08-31
1439,2020,7,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,25,447,2023-08-31
2029,2020,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,90,1533,2023-08-31
936,2022,7,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,9,48,2023-08-31
1285,2019,8,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,65,1186,2023-08-31
702,2019,6,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,อาคารพาณิชย์,Commercial,35,248,2023-08-31
890,2021,9,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,11,73,2023-08-31
532,2021,10,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,คอนโด,Condo,34,314,2023-08-31
153,2019,11,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,22,88,2023-08-31
241,2021,8,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,คอนโด,Condo,10,22,2023-08-31
2183,2021,3,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,บ้าน,Detached House,24,77,2023-08-31
958,2019,7,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,29,277,2023-08-31
419,2020,4,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้าน,Detached House,74,694,2023-08-31
16,2022,8,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,11,809,2023-08-31
2334,2022,1,กรุงเทพมหานคร,Bangkok,บางเขน,BANG KHEN,บ้าน,Detached House,34,386,2023-08-31
556,2020,2,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,58,428,2023-08-31
1653,2021,3,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,คอนโด,Condo,14,21,2023-08-31
390,2019,11,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,86,1595,2023-08-31
1170,2021,9,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,11,216,2023-08-31
514,2022,9,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,4,14,2023-08-31
1583,2020,3,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้านแฝด,Twin house,53,4698,2023-08-31
422,2020,1,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,83,567,2023-08-31
1000,2020,2,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,60,1385,2023-08-31
606,2021,11,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,38,74,2023-08-31
1048,2022,10,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,5,15,2023-08-31
2212,2022,9,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,บ้านแฝด,Twin house,4,14,2023-08-31
1939,2020,1,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,บ้าน,Detached House,26,262,2023-08-31
882,2019,7,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,51,573,2023-08-31
264,2021,7,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,13,680,2023-08-31
2195,2020,1,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,104,2530,2023-08-31
1965,2019,9,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,29,91,2023-08-31
279,2022,9,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,ทาวน์โฮม,Townhome,9,124,2023-08-31
1926,2022,4,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,19,149,2023-08-31
1265,2020,2,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้านแฝด,Twin house,74,1695,2023-08-31
1745,2021,3,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้านแฝด,Twin house,51,181,2023-08-31
695,2021,2,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,26,232,2023-08-31
559,2020,1,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,123,1535,2023-08-31
238,2022,12,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,บ้าน,Detached House,3,10,2023-08-31
265,2019,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,104,2685,2023-08-31
345,2020,11,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,ทาวน์โฮม,Townhome,78,889,2023-08-31
361,2022,8,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้าน,Detached House,9,25,2023-08-31
1960,2020,5,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,68,684,2023-08-31
1403,2022,9,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,บ้าน,Detached House,5,46,2023-08-31
1171,2021,10,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,คอนโด,Condo,47,182,2023-08-31
591,2019,6,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,13,56,2023-08-31
1622,2020,11,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,28,412,2023-08-31
1652,2022,6,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,24,411,2023-08-31
1616,2021,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,23,77,2023-08-31
387,2020,5,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,บ้าน,Detached House,24,101,2023-08-31
1827,2021,8,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,29,97,2023-08-31
465,2020,11,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,โฮมออฟฟิศ,Home office,16,48,2023-08-31
969,2020,6,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,8,13,2023-08-31
386,2021,12,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,บ้าน,Detached House,37,316,2023-08-31
193,2022,2,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,21,54,2023-08-31
1295,2019,9,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,86,1200,2023-08-31
655,2019,11,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,44,3274,2023-08-31
597,2021,12,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,77,923,2023-08-31
987,2021,9,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,คอนโด,Condo,22,484,2023-08-31
676,2020,3,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,คอนโด,Condo,25,316,2023-08-31
1620,2022,8,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,42,538,2023-08-31
1877,2019,5,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,โฮมออฟฟิศ,Home office,48,473,2023-08-31
1588,2021,7,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,66,3286,2023-08-31
844,2020,3,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,65,920,2023-08-31
1706,2020,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,88,2136,2023-08-31
1298,2022,8,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,33,1251,2023-08-31
471,2022,9,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,23,109,2023-08-31
1325,2022,4,ปทุมธานี,Pathum Thani,ลาดหลุมแก้ว,LAT LUM KAEO,บ้าน,Detached House,9,137,2023-08-31
221,2021,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,26,1188,2023-08-31
2060,2020,5,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้าน,Detached House,73,907,2023-08-31
1567,2021,8,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,บ้าน,Detached House,39,518,2023-08-31
1632,2020,2,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,14,38,2023-08-31
315,2020,5,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,บ้าน,Detached House,51,790,2023-08-31
136,2019,1,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,145,680,2023-08-31
1783,2019,6,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,ทาวน์โฮม,Townhome,120,2006,2023-08-31
13,2019,9,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,26,86,2023-08-31
833,2022,10,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,28,289,2023-08-31
2030,2020,6,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้าน,Detached House,30,148,2023-08-31
785,2019,11,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,บ้าน,Detached House,23,127,2023-08-31
656,2020,6,กรุงเทพมหานคร,Bangkok,ราชเทวี,RATCHATHEWI,คอนโด,Condo,29,47,2023-08-31
306,2022,4,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,บ้านแฝด,Twin house,49,725,2023-08-31
2352,2022,1,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,37,438,2023-08-31
1243,2020,5,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,โฮมออฟฟิศ,Home office,16,56,2023-08-31
